IP,Detected,Suspicious,Engines_Detected,Country
121.161.122.176,15,1,N/A,KR
122.165.66.98,8,2,N/A,IN
123.30.149.76,10,1,N/A,VN
123.200.17.60,12,1,N/A,BD
124.65.227.154,13,1,N/A,CN
125.21.59.218,11,1,N/A,IN
125.34.240.33,12,1,N/A,CN
125.227.199.193,11,1,N/A,TW
128.199.62.188,10,2,N/A,NL
128.199.146.3,8,1,N/A,SG
128.199.163.55,16,1,N/A,SG
128.199.182.19,11,1,N/A,SG
128.199.218.247,10,1,N/A,SG
128.199.225.7,13,1,N/A,SG
128.199.247.226,13,1,N/A,SG
129.126.211.162,11,1,N/A,SG
129.226.178.235,10,1,N/A,HK
134.17.16.40,12,1,N/A,BY
134.17.94.221,9,2,N/A,BY
134.122.17.178,16,1,N/A,US
134.122.57.194,10,1,N/A,NL
134.122.84.111,14,1,N/A,DE
134.209.109.149,13,1,N/A,SG
134.209.153.189,11,1,N/A,IN
135.125.202.29,10,1,N/A,DE
136.228.161.66,11,1,N/A,MM
136.232.79.195,7,2,N/A,IN
137.184.90.30,7,1,N/A,US
137.184.111.153,13,1,N/A,US
138.68.49.191,12,1,N/A,US
138.97.96.41,12,1,N/A,BR
138.197.102.26,11,2,N/A,US
139.59.124.18,10,1,N/A,SG
139.59.187.229,10,1,N/A,GB
139.59.212.78,9,2,N/A,DE
139.130.88.199,11,1,N/A,AU
142.93.52.241,10,1,N/A,US
142.93.229.134,5,2,N/A,NL
142.93.245.58,10,1,N/A,US
143.198.69.230,11,1,N/A,US
143.198.237.171,12,1,N/A,US
146.56.116.79,7,2,N/A,KR
146.190.88.232,12,1,N/A,SG
147.182.175.172,12,1,N/A,US
147.182.254.237,9,1,N/A,US
152.32.161.182,11,1,N/A,VN
154.68.39.6,13,1,N/A,CI
154.88.6.202,9,2,N/A,US
154.116.118.113,8,3,N/A,GA
154.222.226.133,12,1,N/A,SC
154.222.235.33,11,2,N/A,SC
155.12.66.70,10,2,N/A,TZ
157.245.34.250,9,2,N/A,GB
157.245.49.201,11,1,N/A,SG
158.69.80.160,10,1,N/A,CA
159.65.188.65,11,1,N/A,US
159.65.194.58,10,1,N/A,NL
159.89.199.244,10,1,N/A,SG
159.89.232.114,13,1,N/A,US
159.192.143.249,12,1,N/A,TH
159.203.136.174,8,1,N/A,US
159.203.179.44,11,1,N/A,US
162.142.125.224,10,2,N/A,US
162.243.48.133,11,1,N/A,US
164.90.172.83,10,1,N/A,DE
164.90.210.8,14,2,N/A,DE
165.22.106.178,10,1,N/A,SG
165.22.186.45,9,2,N/A,US
165.227.106.20,16,1,N/A,US
165.227.114.124,14,1,N/A,US
165.227.194.124,11,1,N/A,US
165.232.117.78,10,1,N/A,DE
165.232.187.80,12,1,N/A,IN
167.94.138.35,9,1,N/A,US
167.94.138.124,8,2,N/A,US
167.99.87.226,11,1,N/A,GB
167.99.173.171,12,1,N/A,US
167.99.225.120,6,2,N/A,US
167.172.54.39,11,1,N/A,GB
167.172.71.196,11,1,N/A,SG
167.172.90.89,12,1,N/A,SG
167.172.131.246,9,2,N/A,US
167.172.190.187,13,1,N/A,DE
167.172.194.232,12,2,N/A,US
167.172.235.94,10,1,N/A,US
167.248.133.50,12,1,N/A,US
170.64.158.234,4,3,N/A,AU
170.64.168.82,6,2,N/A,AU
170.64.187.101,4,2,N/A,AU
170.106.73.154,9,2,N/A,US
171.236.38.21,5,2,N/A,VN
174.138.27.23,6,2,N/A,SG
177.10.39.98,11,2,N/A,BR
177.36.214.46,11,1,N/A,BR
177.54.130.60,8,3,N/A,BR
177.92.22.182,11,1,N/A,BR
177.185.137.78,11,1,N/A,BR
177.220.135.10,12,1,N/A,BR
177.220.180.236,6,1,N/A,BR
178.47.41.254,11,1,N/A,RU
178.128.172.9,9,1,N/A,GB
179.192.137.130,10,1,N/A,BR
181.79.9.65,11,1,N/A,CO
181.234.24.158,7,3,N/A,CO
183.236.222.120,10,2,N/A,CN
185.51.37.116,9,1,N/A,TR
185.57.164.159,11,1,N/A,IR
185.169.183.42,9,2,N/A,TR
185.200.217.5,12,1,N/A,RU
